Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,emission_types
Currant Creek Power Project,MONA,Utah,84645,2096 WEST 300 NORTH,Juab,39.8223,-111.894,221112,"C,D",Power Plants,945379.948,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
Curtis H. Stanton Energy Center,ORLANDO,Florida,32831,5100 S ALAFAYA TRAIL,Orange,28.4836,-81.1686,221112,D,Power Plants,4420194.426,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Electricity Generation
Custer Compressor Station,Arapaho,Oklahoma,73620,22257 HIghway 33,,35.638732,-99.02356,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,15360.352,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
Cypress Semiconductor,AUSTIN,Texas,78741,5204 EAST BEN WHITE BLVD,TRAVIS COUNTY,30.2175,-97.723056,334413,"C,I",Other,93801.001742,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>HFC emissions<br>PFC emissions<br>SF6 emissions <br>NF3 emissions<br>HFE emissions<br>Very Short-lived Compounds emissions<br>Stationary Combustion<br>Electronics Manufacture
Cytec Engineered Materials Inc.,Piedmont,South Carolina,29673,7139 Augusta Road,GREENVILLE COUNTY,34.73954,-82.39152,335991,C,Other,21121.92,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
D B Wilson,Island,Kentucky,42350,State Highway 85 ,Ohio,37.4497,-87.0803,221112,"C,D",Power Plants,2430645.06,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Electricity Generation
D G Hunter,Alexandria,Louisiana,71301,1011 North Third Street,RAPIDES PARISH,31.321,-92.4626,221112,C,Power Plants,29667.688,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DADE COUNTY RESOURCES RECOVERY,MIAMI,Florida,33178,6990 NW 97 AVENUE,MIAMI-DADE COUNTY,25.835883,-80.356201,562213,C,Waste,266129.262,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
DAFTER SANITARY LANDFILL INC,DAFTER,Michigan,49724,3962 WEST 12 MILE ROAD,CHIPPEWA COUNTY,46.3358,-84.444,562212,"C,HH",Waste,36406.95,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DAIKIN AMERICA INC.,DECATUR,Alabama,35601,905 STATE DOCKS ROAD,MORGAN COUNTY,34.630486,-87.039444,325211,"C,L,O,OO","Chemicals,Industrial Gas Suppliers",483838.6253,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>HFC emissions<br>PFC emissions<br>HFE emissions<br>Very Short-lived Compounds emissions<br>Stationary Combustion<br>Fluorinated GHG Production<br>HCFC–22 Production from HFC–23 Destruction
DAK AMERICAS LLC,MONCKS CORNER,South Carolina,29461,3350 CYPRESS GARDENS ROAD,BERKELEY COUNTY,33.056714,-79.941352,325211,C,Other,86585.424,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DAK AMERICAS LLC,FAYETTEVILLE,North Carolina,28312,3216 CEDAR CREEK RD,CUMBERLAND COUNTY,34.98305,-78.78722,325211,C,Other,47904.62,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DAK AMERICAS LLC COLUMBIA SITE,GASTON,South Carolina,29053,570 K AVENUE,CALHOUN COUNTY,33.866387,-81.012712,325211,C,Other,91857.004,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DAK AMERICAS MISSISSIPPI INC,BAY SAINT LOUIS,Mississippi,39520,3303 PORT AND HARBOR DRIVE,HANCOCK COUNTY,30.233028,-89.561667,325211,C,Other,55072.492,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"DAKOTA ETHANOL, LLC",WENTWORTH,South Dakota,57075,46269 SD HWY 34,LAKE COUNTY,43.976389,-96.95333,325193,C,Other,95766.84,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DAKOTA MUNICIPAL SOLID WASTE LANDFILL,GWINNER,North Dakota,58040,7972 129TH AVENUE SE,SARGENT COUNTY,46.258482,-97.69506,562212,"C,HH",Waste,63758.242,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Municipal Landfills
DAL TILE INTERNATIONAL,EL PASO,Texas,79934,12001 RAILROAD DRIVE,EL PASO COUNTY,31.957737,-106.351547,327120,C,Minerals,31923.88,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DAL-ITALIA,MUSKOGEE,Oklahoma,74401,3801 DAL-TILE RD,MUSKOGEE COUNTY,35.70651,-95.38611,327120,C,Minerals,60063.224,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DALTON CORP WARSAW MFG FACILITY,WARSAW,Indiana,46580,1900 E JEFFERSON ST,KOSCIUSKO COUNTY,41.23575,-85.832528,331511,C,Metals,16889.438,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DALTON WHITFIELD REGIONAL SW MANAGEMENT,DALTON,Georgia,30721,4189 OLD DIXIE HWY SE,WHITFIELD COUNTY,34.65119,-84.95693,562212,HH,Waste,180901.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DANC SOLID WASTE MANAGEMENT FACILITY,RODMAN,New York,13682,23400 NY ROUTE 177,JEFFERSON COUNTY,43.82506,-75.90396,562212,"C,HH",Waste,54524.798,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Municipal Landfills
DANE CNTY LANDFILL SITE #2 RODEFELD,MADISON,Wisconsin,53718,7102 E BROADWAY OR USH 12 & 18,DANE COUNTY,43.045,-89.255,562212,"C,HH",Waste,32677.18,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
DART CONTAINER CORPORATION OF KENTUCKY,HORSE CAVE,Kentucky,42749,975 DIXIE STREET,HART COUNTY,37.168611,-85.918611,326140,C,Other,27644.296,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DARTCO OF TEXAS WAXAHACHIE SITE,WAXAHACHIE,Texas,75165,850 SOLON ROAD,ELLIS COUNTY,32.426944,-96.85,326140,C,Other,33020.076,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DARTMOUTH COLLEGE HEATING PLANT,HANOVER,New Hampshire,3755,MCKENZIE HALL 6111,GRAFTON COUNTY,43.70222,-72.28578,611310,C,Other,39349.97,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DAVIESS COUNTY LANDFILL,MONTGOMERY,Indiana,47558,1640 N 650E,DAVIESS COUNTY,38.67903,-87.045808,562212,"C,HH",Waste,31547.15,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DC Alabama Inc.,MOUNT MEIGS,Alabama,36057,1940 OHIO FERROALLOYS ROAD,MONTGOMERY COUNTY,32.393356,-86.070798,331410,"C,K",Metals,91752.1,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Ferroalloy Production
DCP MIDSTREAM - EUNICE GAS PLANT,EUNICE,New Mexico,88231,,LEA COUNTY,32.5144,-103.2819,211130,"C,W-PROC",Petroleum and Natural Gas Systems,152873.24,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DCP MIDSTREAM LP/CIMARRON PLT,SEILING,Oklahoma,73663,,WOODWARD COUNTY,36.1819,-98.9942,211130,"C,W-PROC",Petroleum and Natural Gas Systems,46979.864,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DCP MIDSTREAM LP/KINGFISHER NATURAL G,CASHION,Oklahoma,73016,,KINGFISHER COUNTY,35.7892,-97.7445,211130,"C,W-PROC",Petroleum and Natural Gas Systems,31531.342,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DCP MIDSTREAM LP/OKARCHE GAS PLT,OKARCHE,Oklahoma,73762,6 MI W ON COUNTY LINE RD,KINGFISHER COUNTY,35.734125,-98.084146,211130,"C,W-PROC",Petroleum and Natural Gas Systems,84301.3,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DE SOLID WASTE AUTHORITY CENTRAL LANDFILL,FELTON,Delaware,19943,1107 WILLOW GROVE RD,KENT COUNTY,39.03237,-75.72793,562212,HH,Waste,58635.5,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DE SOLID WASTE AUTHORITY CHERRY ISLAND,WILMINGTON,Delaware,19809,1706 E. 12TH STREET,NEW CASTLE COUNTY,39.732754,-75.517487,562212,HH,Waste,174565.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DE SOLID WASTE AUTHORITY PIGEON POINT,NEW CASTLE,Delaware,19720,1101 LAMBSON LANE,NEW CASTLE COUNTY,39.70551,-75.53284,562212,HH,Waste,21880.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DE SOLID WASTE AUTHORITY SOUTHERN,GEORGETOWN,Delaware,19947,28560 LANDFILL LANE,SUSSEX COUNTY,38.588692,-75.445419,562212,HH,Waste,35516.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DEANS BRIDGE RD MSW LANDFILL,BLYTHE,Georgia,30805,4330 DEANS BRIDGE RD,RICHMOND COUNTY,33.35271,-82.1441,562212,HH,Waste,262775.5,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DEBEQUE GAS PROCESSING FACILITY,De Beque,Colorado,81630,,MESA COUNTY,39.3269,-108.2431,211130,"C,W-PROC",Petroleum and Natural Gas Systems,21429.622,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DECATUR HILLS INCORPORATED,GREENSBURG,Indiana,47240,2090 SOUTH CR 280 EAST,DECATUR COUNTY,39.3486,-85.61857,562212,"C,HH",Waste,26590.034,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
"DECORATIVE PANELS INTERNATIONAL, INC.",ALPENA,Michigan,49707,416  FORD AVE.,ALPENA COUNTY,45.064036,-83.424389,321219,C,Other,70644.084,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
DEER TRACK PARK LANDFILL,WATERTOWN,Wisconsin,53094,N6756 WALDMANN LANE,JEFFERSON COUNTY,43.091345,-88.744231,562212,"C,HH",Waste,22402.816,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
DEERCROFT RECYCLING AND DISPOSAL FACILITY (RDF),MICHIGAN CITY,Indiana,46360,10501 WEST 300 NORTH,LAPORTE COUNTY,41.65146,-86.903147,562212,"C,HH",Waste,4674.338,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
"DEFFENBAUGH INDUSTRIES, INC.",SHAWNEE,Kansas,66217,18181 W. 53RD,JOHNSON COUNTY,39.036314,-94.794083,562212,"C,HH",Waste,157445.05,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DEFIANCE COUNTY LANDFILL,DEFIANCE,Ohio,43512,13207 CANAL ROAD,DEFIANCE COUNTY,41.251852,-84.41227,562212,HH,Waste,70891.75,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DEKALB COUNTY LANDFILL,DEKALB,Illinois,60115,18370 SOMONAUK ROAD,DEKALB COUNTY,41.897846,-88.685484,562212,"C,HH",Waste,167761.8,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DEL MONTE FOODS PLANT NUMBER 24,HANFORD,California,93230,10652 JACKSON AVE.,KINGS COUNTY,36.25488,-119.64794,311421,C,Other,26890.448,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DELAWARE CNTY SWA/ROLLING HILLS MUNI WASTE LDFL,BOYERTOWN,Pennsylvania,19512,583 LONGVIEW ROAD,BERKS COUNTY,40.36135,-75.71605,562212,"C,HH",Waste,115150.25,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DELTA SOLID WASTE MANAGEMENT AUTHORITY,ESCANABA,Michigan,49829,5701 19TH AVENUE NORTH,DELTA COUNTY,45.764722,-87.131,562212,"C,HH",Waste,36099.2,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DELTECH CORP - BATON ROUGE FACILITY,BATON ROUGE,Louisiana,70807,11911 SCENIC HIGHWAY,EAST BATON ROUGE PARISH,30.553364,-91.202428,325199,C,Chemicals,67168.348,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DEMENNO KERDOON,COMPTON,California,90222,2000 N. ALAMEDA ST.,LOS ANGELES COUNTY,33.910116,-118.221906,324199,C,Petroleum and Natural Gas Systems,25020.956,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"DENCO II, LLC",MORRIS,Minnesota,56267,227 COUNTY ROAD 22 S,STEVENS COUNTY,45.5747,-95.9108,325193,"C,II","Other,Waste",34442.02,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Industrial Wastewater Treatment
DENVER ARAPAHOE DISPOSAL SITE-A WASTE MANAGEMENT COMPANY,AURORA,Colorado,80018,3500 SOUTH GUN CLUB ROAD,ARAPAHOE COUNTY,39.64582,-104.71626,562212,"C,HH",Waste,43600.168,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
DENVER INTERNATIONAL AIRPORT,DENVER,Colorado,80249,8500 PENA BOULEVARD,DENVER COUNTY,39.83425,-104.70436,488119,C,Other,29037.538,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DENVER REGIONAL LANDFILL,ERIE,Colorado,80516,1441 WELD COUNTY ROAD 6,WELD COUNTY,40.024535,-105.027726,562212,HH,Waste,9813.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DENVER UNIT CO 2 RECOVERY PLANT,DENVER CITY,Texas,79323,1.5 M N OF DENVER CITY ON SH 214,YOAKUM COUNTY,32.98019,-102.8172,211120,"C,W-PROC",Petroleum and Natural Gas Systems,151545.264,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DES MOINES COUNTY REGIONAL SOLID WASTE COMMISSION,WEST BURLINGTON,Iowa,52655,13758 WASHINGTON ROAD,DES MOINES COUNTY,40.836987,-91.193123,562212,"C,HH",Waste,60106.25,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DES PLAINES LANDFILL,DES PLAINES,Illinois,60016,9800 W. CENTRAL ROAD,COOK COUNTY,42.067272,-87.88575,562212,HH,Waste,10243.0,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
DETROIT DIESEL CORPORATION,DETROIT,Michigan,48239,13400 W. OUTER DR.,WAYNE COUNTY,42.37642,-83.26104,333618,C,Other,24331.004,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DETROIT REFINERY,DETROIT,Michigan,48217,1300 SOUTH FORT STREET,WAYNE COUNTY,42.2841,-83.1527,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",788878.474,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum Refining
DFW RECYCLING AND DISPOSAL FACILITY,LEWISVILLE,Texas,75067,1600 SOUTH RAILROAD STREET,DENTON COUNTY,33.006709,-96.996093,562212,"C,HH",Waste,145003.21,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
DIAMOND SHAMROCK REFINING VALERO,THREE RIVERS,Texas,78071,301 LEROY ST.,LIVE OAK COUNTY,28.456667,-98.190277,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",625532.57,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum Refining
DICALITE MINERALS LLC,BURNEY,California,96013,36994 SUMMIT LAKE RD,SHASTA COUNTY,41.0313,-121.6817,212399,C,Other,29468.974,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DICKINSON LANDFILL INC,SPIRIT LAKE,Iowa,51360,2575 190TH STREET,DICKINSON COUNTY,43.371407,-95.076991,562212,"C,HH",Waste,21520.65,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
DIDION ETHANOL LLC,CAMBRIA,Wisconsin,53923,N7088 HWY 146,COLUMBIA COUNTY,43.53731,-89.10315,325193,C,Other,80175.848,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
DINN TREATER,BRUNI,Texas,78344,,DUVAL COUNTY,27.5344,-98.7613,211130,"C,W-PROC",Petroleum and Natural Gas Systems,9683.186,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DISCOVERY PRODUCER SERVICES LLC - DISCOVERY PARADIS FRACTIONATION PLANT,PARADIS,Louisiana,70080,15849B OLD SPANISH TRAIL,ST. CHARLES PARISH,29.860523,-90.453429,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",121232.826,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
DISCOVERY PRODUCER SERVICES LLC - LAROSE GAS PROCESSING PLANT,LAROSE,Louisiana,70373,1474 Highway 24,LAFOURCHE PARISH,29.5454,-90.39736,211130,"C,W-PROC",Petroleum and Natural Gas Systems,151341.248,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
